,dbuz_head_rep1,dbuz_head_rep2,dbuz_head_rep3,dkoep_head_rep1,dkoep_head_rep2,dkoep_head_rep3
LOC6578820,3210,2793,3298,3335,4064,4934
LOC6578822,786,617,746,454,532,605
LOC6578823,262,189,204,59,68,100
LOC6578824,39,26,40,33,33,28
LOC6578829,2907,2096,2461,660,775,900
LOC6578831,69,56,60,673,610,960
LOC6578833,89,71,61,55,66,57
LOC6578834,1954,1687,1988,2162,2830,2877
LOC6578836,9773,8558,10660,8427,12019,12640
LOC6578837,1847,1488,1938,1921,1945,2967
LOC6578838,2793,2234,2704,1588,2023,1995
LOC6578840,20,14,14,10,12,8
LOC6578841,1,0,0,17,17,19
LOC6578843,4,10,10,2,2,4
LOC6578845,12,8,5,3,0,4
LOC6578846,23,9,17,22,34,23
LOC6578847,2624,2047,2499,790,1035,1094
LOC6578848,1423,1035,1213,2587,2912,4409
LOC6578850,19,17,9,12,19,24
LOC6578851,395,369,520,269,345,357
LOC6578852,364,288,340,206,280,301
LOC6578853,143,131,132,100,151,119
LOC6578856,14,15,24,2,5,9
LOC6578857,9676,7987,9140,7472,8418,9630
LOC6578858,109,80,114,94,117,119
LOC6578859,665,603,667,695,869,975
LOC6578860,1022,803,989,1096,1408,1490
LOC6578861,3947,2894,3661,6573,7970,8990
LOC6578862,158,122,164,184,270,280
LOC6578863,2327,1972,2454,1571,1957,1771
LOC6578864,5581,4395,5358,3187,4004,4144
LOC6578865,283,259,277,334,372,444
LOC6578866,1475,1078,1265,164,169,175
LOC6578867,11451,9061,10856,13059,12551,19405
LOC6578868,970,686,897,494,720,807
LOC6578869,23,20,24,50,46,61
LOC6578870,1192,928,1137,777,812,989
LOC6578871,581,469,559,826,1069,1090
LOC6578872,6875,5282,6522,4667,5361,5382
LOC6578873,965,763,948,832,975,954
LOC6578875,0,0,0,0,0,0
LOC6578877,819,710,803,575,672,837
LOC6578881,6791,5483,6741,3750,4788,4625
LOC6578885,3343,2851,3413,1750,2226,2085
LOC6578886,218,186,209,168,212,215
LOC6578887,544,507,567,113,94,109
LOC6578891,766,662,794,578,620,813
LOC6578892,1167,972,1312,968,1300,1553
LOC6578893,2113,1526,1808,1567,1802,2142
LOC6578894,2,0,0,1,3,0
LOC6578895,36,25,54,60,66,92
LOC6578898,133,110,135,67,80,106
LOC6578900,225,192,214,351,379,468
LOC6578901,1026,926,1163,1093,1440,1679
LOC6578902,1156,994,1130,356,344,403
LOC6578903,72,67,103,136,231,215
LOC6578907,1559,1198,1335,686,835,979
LOC6578908,6218,4360,4712,11353,12499,16980
LOC6578909,33142,25518,29553,42995,47677,63604
LOC6578910,35371,30470,38451,22199,25029,34220
LOC6578912,7411,5703,7728,7767,10461,12589
LOC6578913,4707,3374,3994,3248,3512,4502
LOC6578914,0,0,0,1,3,2
LOC6578915,598,503,646,1656,2405,2414
LOC6578916,2176,1837,2234,4319,5236,6667
LOC6578918,5284,4135,4975,8412,10055,12344
LOC6578919,1278,1063,1279,1437,1915,1917
LOC6578920,14157,11736,13727,6789,7712,7984
LOC6578921,5378,4391,5548,5287,6675,6691
LOC6578922,2172,1172,1188,1064,1212,1526
LOC6578923,34078,27404,34271,23577,31466,31917
LOC6578924,4253,3487,4219,3977,5113,5113
LOC6578925,1465,969,1350,1141,1158,1729
LOC6578926,1075,846,1066,850,1079,1175
LOC6578927,98,69,105,90,113,132
LOC6578928,992,747,927,558,651,646
LOC6578930,5502,4412,5376,3553,4206,4342
LOC6578931,787,574,718,669,769,1021
LOC6578932,138,106,103,171,252,216
LOC6578933,3978,3423,4098,3204,4238,3904
LOC6578934,11,7,15,25,35,33
LOC6578935,4983,3985,4651,2906,3439,3562
LOC6578937,45,34,52,212,267,303
LOC6578939,1320,1169,1471,1101,1671,1714
LOC6578942,4059,3404,4030,4172,5134,5823
LOC6578943,367,261,344,222,260,282
LOC6578944,475,393,458,598,697,763
LOC6578946,500,484,566,40,54,59
LOC6578947,135,100,129,228,220,323
LOC6578948,1245,945,1210,804,918,1113
LOC6578949,711,563,773,582,714,776
LOC6578950,124,116,126,146,196,182
LOC6578951,719,573,734,572,638,688
LOC6578955,9,1,3,6,3,4
LOC6578957,378,309,413,650,766,835
LOC6578961,2955,2415,2938,2484,2926,3658
LOC6578963,1104,937,1113,742,916,863
LOC6578964,1722,1483,1771,1686,2087,2124
LOC6578967,0,0,1,0,0,1
LOC6578969,22,28,21,423,484,692
LOC6578970,88,68,82,544,528,1000
LOC6578971,295,213,257,583,892,940
LOC6578974,4879,3609,4296,4142,5277,6141
LOC6578975,3301,2617,3408,3342,4598,4866
LOC6578976,76,54,73,22,42,32
LOC6578978,1555,1173,1309,740,845,933
LOC6578979,4487,3669,3974,3284,3956,4335
LOC6578980,2578,1957,2416,2080,2299,3124
LOC6578984,157,117,187,498,648,791
LOC6578985,5428,3936,4936,5006,6310,7118
LOC6578986,1098,917,962,809,1007,1241
LOC6578988,1146,990,1152,632,693,935
LOC6578990,3365,2651,3270,2164,2648,2955
LOC6578991,803,624,799,648,796,871
LOC6578992,57,36,57,17,35,45
LOC6578993,841,665,786,690,748,988
LOC6578994,42,32,34,16,32,28
LOC6578996,636,485,611,621,767,858
LOC6578997,1330,1073,1458,1157,1573,1707
LOC6578998,6430,5377,6522,2647,3088,3200
LOC6579000,648,551,702,422,595,641
LOC6579004,4822,4130,5069,2478,3211,3023
LOC6579005,3720,3190,3523,3840,4680,5912
LOC6579006,92,71,78,16,26,33
LOC6579007,3711,3274,4122,2354,2984,2677
LOC6579008,703,589,716,584,669,764
LOC6579011,895,777,883,663,846,923
LOC6579012,1730,1375,1629,1257,1552,1687
LOC6579013,3900,3229,3858,3565,4462,4572
LOC6579016,12826,10382,12637,8406,10624,10308
LOC6579031,2079,1558,1950,1802,2081,2693
LOC6579032,1011,676,861,938,1164,1481
LOC6579033,8676,6734,7691,5638,6604,7912
LOC6579034,218,205,277,196,320,294
LOC6579035,149,121,175,76,95,101
LOC6579037,3348,2727,3380,2190,2774,2609
LOC6579039,1712,1304,1804,2501,3426,3728
LOC6579041,4513,4095,4625,2987,3887,3756
LOC6579042,82,44,66,32,24,60
LOC6579043,18495,12629,14848,5124,5563,7755
LOC6579046,1546,1296,1482,1409,1664,1826
LOC6579047,0,0,0,1,1,0
LOC6579049,3341,2638,3032,1983,2213,2459
LOC6579050,9,4,9,3,9,8
LOC6579051,22,19,24,90,103,121
LOC6579052,265,218,272,206,246,236
LOC6579055,8473,7345,8697,5284,6378,6590
LOC6579057,252,223,247,312,326,447
LOC6579058,27,9,16,14,14,20
LOC6579059,1458,1209,1481,1698,2228,2350
LOC6579060,3591,3213,3926,2866,3925,3731
LOC6579061,193,147,191,139,169,192
LOC6579063,3407,2778,3269,4680,5721,7045
LOC6579068,3371,2698,3290,2797,3260,3381
LOC6579069,2886,2262,2898,2373,2890,2965
LOC6579070,382,353,477,375,451,440
LOC6579071,32,17,14,78,114,128
LOC6579073,14331,11630,14319,7927,10020,10456
LOC6579074,745,765,945,1129,2003,1599
LOC6579075,167,110,122,185,217,449
LOC6579076,2926,2442,2782,2141,2613,2710
LOC6579077,10166,8532,10486,6265,7715,8042
LOC6579080,7,6,5,3,2,1
LOC6579081,14,16,9,0,0,0
LOC6579082,1499,1126,1359,1505,2014,2301
LOC6579085,413,344,344,386,427,451
LOC6579086,28,13,8,12,11,19
LOC6579089,1159,955,1234,552,730,720
LOC6579091,2396,2070,2437,2127,2784,2816
LOC6579092,636,528,733,533,632,819
LOC6579093,895,750,942,487,613,652
LOC6579094,5599,4535,5413,7718,8879,12097
LOC6579098,12,11,11,286,394,466
LOC6579099,711,572,692,610,904,938
LOC6579100,2519,1980,2442,1815,2175,2391
LOC6579101,1092,837,964,1136,1468,1727
LOC6579102,249,180,231,219,310,357
LOC6579103,4358,3659,4764,3365,4298,4321
LOC6579104,878,702,824,1272,1583,1751
LOC6579105,2830,2161,2880,1957,2633,2576
LOC6579106,1910,1487,1876,2027,2555,2578
LOC6579107,2,0,2,0,1,0
LOC6579108,0,1,0,0,0,0
LOC6579109,3135,2461,2927,2407,2767,2903
LOC6579111,1916,1513,1850,1396,1778,1754
LOC6579112,1714,1363,1526,956,1104,1506
LOC6579114,404,349,377,387,414,538
LOC6579115,6,1,2,1,4,3
LOC6579116,330,297,303,134,155,204
LOC6579118,488,330,402,660,974,997
LOC6579119,661,502,597,603,707,820
LOC6579120,418,341,404,570,739,878
LOC6579121,430,316,469,283,299,411
LOC6579122,2302,1745,2013,1654,2194,2083
LOC6579123,5860,5021,6333,3936,5516,4807
LOC6579126,872,650,785,1915,2344,2778
LOC6579127,0,0,0,0,0,0
LOC6579128,464,331,461,388,483,484
LOC6579131,421,330,402,293,337,368
LOC6579132,136,118,129,8,10,12
LOC6579134,0,0,0,0,0,0
LOC6579135,0,0,0,0,2,0
LOC6579136,10,1,11,70,112,166
LOC6579137,302,243,307,678,749,813
LOC6579141,10,1,8,56,71,68
LOC6579143,1271,1030,1254,759,846,908
LOC6579144,63,50,42,28,25,44
LOC6579146,3647,3129,3757,1336,1674,1715
LOC6579147,0,2,0,60,71,94
LOC6579148,2034,1556,1971,3219,4193,4401
LOC6579149,619,527,672,564,678,895
LOC6579150,9105,7655,8804,7573,9242,9969
LOC6579151,4209,3564,4310,2807,3714,3769
LOC6579152,4191,3242,3831,2660,3269,3499
LOC6579153,5,8,9,2,7,9
LOC6579154,175,158,192,197,186,247
LOC6579155,461,388,562,454,688,713
LOC6579156,500,402,545,341,518,552
LOC6579157,5878,4383,5213,6774,7689,9947
LOC6579158,847,709,817,1019,1429,1569
LOC6579159,193,151,176,82,141,129
LOC6579160,298,276,286,42,47,62
LOC6579161,638,544,685,688,869,918
LOC6579162,42,34,31,19,26,20
LOC6579163,1474,1146,1413,1013,1309,1308
LOC6579165,1999,1553,1830,1449,1773,1874
LOC6579166,184,136,172,158,183,251
LOC6579167,1111,873,1104,792,996,1149
LOC6579169,735,626,804,689,817,940
LOC6579170,480,452,562,435,615,654
LOC6579171,2760,2342,2745,1246,1520,1605
LOC6579172,872,779,965,788,1124,1091
LOC6579173,2049,1656,2018,1394,1852,2031
LOC6579174,428,394,403,321,441,441
LOC6579175,8903,7117,8754,8225,10752,10476
LOC6579177,27793,22403,24839,18229,19885,30992
LOC6579178,802,765,949,469,782,597
LOC6579179,289,241,323,203,282,331
LOC6579180,678,616,747,330,512,509
LOC6579181,691,511,589,544,753,771
LOC6579182,236,225,260,222,318,365
LOC6579183,619,530,687,376,479,541
LOC6579184,2920,2507,2941,2639,3276,3087
LOC6579185,3945,3104,3945,2993,3913,3981
LOC6579186,2710,2126,2634,2997,3711,3894
LOC6579187,32,34,49,9,5,7
LOC6579188,1082,862,1036,703,931,879
LOC6579189,2,3,6,2,1,1
LOC6579190,13,8,14,5,9,11
LOC6579192,4,0,1,1,3,1
LOC6579194,0,0,0,2,2,0
LOC6579195,1270,1023,1310,1207,1593,1752
LOC6579196,353,305,309,185,244,255
LOC6579198,769,613,736,253,350,416
LOC6579200,1161,984,1258,1169,1627,1570
LOC6579201,1746,1433,1690,1333,1640,1893
LOC6579204,426,354,412,418,522,556
LOC6579206,1778,1361,1609,4218,5383,6588
LOC6579207,0,1,0,54,66,63
LOC6579210,1,4,0,1,2,0
LOC6579212,121,110,99,167,202,255
LOC6579213,0,0,0,0,1,1
LOC6579215,4843,4151,5032,3193,4123,4386
LOC6579216,404,296,424,310,455,499
LOC6579217,1162,968,1101,831,993,1123
LOC6579219,123,138,139,83,119,130
LOC6579220,0,2,1,2,1,4
LOC6579221,58,27,47,20,26,37
LOC6579222,50,25,31,15,25,26
LOC6579223,69,73,58,49,59,90
LOC6579224,1228,1048,1223,1937,2337,2707
LOC6579225,54,54,44,12,12,14
LOC6579226,31,15,22,5,8,11
LOC6579227,973,864,993,883,1395,1245
LOC6579235,4,5,3,10,16,23
LOC6579236,6,4,9,8,9,6
LOC6579237,391,355,413,281,344,411
LOC6579239,2706,2300,2647,1338,1678,1939
LOC6579240,2186,1655,2084,1523,1911,1944
LOC6579241,2799,2229,2755,1548,1817,1962
LOC6579243,7,7,5,7,11,11
LOC6579244,258,214,287,1019,1486,1672
LOC6579245,2,1,3,10,18,16
LOC6579246,0,0,0,1,0,1
LOC6579249,0,0,0,1,3,3
LOC6579252,7000,5786,6429,4042,4558,5983
LOC6579253,1273,1032,1229,816,971,936
LOC6579257,1,2,1,0,0,2
LOC6579263,54402,40089,44591,45370,47876,61038
LOC6579264,9,9,14,6,10,16
LOC6579265,19,18,17,10,27,27
LOC6579269,6,1,7,2,1,2
LOC6579271,9,5,11,3,1,1
LOC6579272,5195,3982,4454,5175,6384,7764
LOC6579273,3,3,0,10,13,21
LOC6579276,2392,1797,2093,3413,3902,4741
LOC6579277,1070,817,905,1132,1431,1815
LOC6579278,186,152,150,92,144,158
LOC6579279,6317,4521,4970,5634,5866,8208
LOC6579280,2593,2002,2490,1813,2255,2262
LOC6579282,6016,5201,6280,2932,4000,3959
LOC6579283,815,702,803,929,1311,1329
LOC6579284,1292,1077,1230,834,1037,968
LOC6579285,0,0,2,17,18,23
LOC6579287,3,0,5,2,0,1
LOC6579288,1,8,5,1,3,4
LOC6579289,0,1,1,0,0,1
LOC6579290,1136,813,890,619,692,987
LOC6579291,687,557,646,674,802,1012
LOC6579292,583,398,523,453,486,594
LOC6579294,2705,2075,2313,1688,1882,2229
LOC6579298,1614,1321,1623,980,1218,1203
LOC6579300,1729,1225,1485,1668,1980,2531
LOC6579301,2506,2097,2629,3094,4186,4058
LOC6579302,18271,14355,16814,7571,8700,9317
LOC6579303,966,749,897,1165,1445,1495
LOC6579304,3142,2461,2868,2526,2928,3491
LOC6579305,2223,1751,2102,2024,2402,2536
LOC6579306,3037,2459,3024,1703,2177,2560
LOC6579307,2666,2147,2549,3904,5239,5807
LOC6579309,594,470,592,264,309,440
LOC6579312,874,756,855,754,1031,1023
LOC6579313,100,77,76,3,2,3
LOC6579314,2013,1607,1970,1899,2564,2761
LOC6579315,920,735,887,829,1005,1201
LOC6579316,7098,5378,6354,6011,6908,8172
LOC6579317,7,2,5,8,13,14
LOC6579318,2,4,1,15,27,15
LOC6579319,18847,15968,18669,12253,15216,16657
LOC6579320,4057,3384,4135,289,466,439
LOC6579322,4647,3717,4644,2766,3740,4154
LOC6579324,5669,4454,5520,6322,7675,8377
LOC6579325,579,477,615,571,711,741
LOC6579326,526,452,458,408,453,604
LOC6579327,669,536,636,439,580,609
LOC6579328,871,647,765,528,616,629
LOC6579329,1802,1357,1691,1602,2274,2360
LOC6579330,889,741,944,663,995,982
LOC6579331,8396,6533,8221,5405,6442,7033
LOC6579332,489,370,451,310,375,465
LOC6579334,89,82,85,39,36,41
LOC6579335,2308,1797,2134,1753,2252,2144
LOC6579337,47061,36530,45666,36673,45855,46328
LOC6579338,401,347,413,402,543,585
LOC6579339,1400,1071,1321,2114,2597,2893
LOC6579340,222,161,161,204,287,336
LOC6579341,912,732,836,902,1053,1282
LOC6579342,11,3,3,0,1,1
LOC6579343,852,714,873,549,601,862
LOC6579344,756,617,724,1108,1570,1738
LOC6579345,536,414,468,436,638,654
LOC6579346,3710,2751,3389,2893,3180,3690
LOC6579347,63,38,37,11,8,18
LOC6579348,636,467,512,146,204,231
LOC6579349,582,514,518,714,829,1151
LOC6579350,45,32,41,8,9,9
LOC6579351,702,630,694,488,495,543
LOC6579352,7574,5006,5162,8731,7991,15925
LOC6579353,160,116,117,172,169,204
LOC6579354,3635,2715,3354,2465,2896,3070
LOC6579356,10,1,7,5,11,5
LOC6579357,494,400,542,711,811,1090
LOC6579358,1308,990,1336,1125,1448,1497
LOC6579359,424,332,395,621,728,863
LOC6579360,1563,1253,1478,797,1010,988
LOC6579361,503,392,551,289,378,345
LOC6579362,1545,1147,1475,1270,1676,1632
LOC6579363,7354,6025,7872,5580,6770,8184
LOC6579364,3432,3082,3766,3931,5620,5420
LOC6579367,3197,2517,3156,4684,5611,7100
LOC6579369,391,329,460,219,276,247
LOC6579370,1094,823,1028,1299,1584,1818
LOC6579371,62239,47732,55524,52965,63939,66587
LOC6579372,785,726,825,679,932,952
LOC6579375,3086,2275,2556,1989,2230,2707
LOC6579376,5587,4526,5799,5929,7908,7390
LOC6579378,3555,2767,3285,2262,2659,2978
LOC6579380,2582,2145,2575,1637,2066,2103
LOC6579381,289,209,254,226,271,341
LOC6579382,303,218,254,246,296,376
LOC6579383,9,9,12,8,13,19
LOC6579384,726,613,726,823,1147,1207
LOC6579385,466,428,557,352,529,527
LOC6579386,25,25,28,10,13,12
LOC6579387,96,82,107,131,158,225
LOC6579389,1415,1382,1573,1516,1970,2208
LOC6579390,575,446,551,672,837,962
LOC6579391,418,352,429,357,476,525
LOC6579392,837,650,740,762,977,1050
LOC6579393,7340,5967,7210,5512,7098,7016
LOC6579394,253,219,260,177,200,252
LOC6579395,6768,5343,6713,4401,5740,5537
LOC6579396,27,17,25,28,44,59
LOC6579397,28,18,28,33,46,48
LOC6579398,2569,1951,2399,1699,1934,2159
LOC6579401,4345,3336,3866,3604,4570,5001
LOC6579406,4650,4045,4764,3745,4896,4892
LOC6579407,4112,3230,3950,4106,5493,4909
LOC6579408,9406,7628,9601,9350,12560,12247
LOC6579411,3709,3021,3498,2719,3314,3324
LOC6579412,2054,1824,2144,1609,2228,2333
LOC6579413,6210,5287,6230,3325,4098,4033
LOC6579414,75,80,97,194,267,312
LOC6579415,2611,2262,2672,2213,2850,2858
LOC6579416,1260,856,953,1096,1195,1782
LOC6579417,3353,2711,3437,2858,3599,4186
LOC6579418,218,132,176,178,210,273
LOC6579419,2780,2223,2762,3042,4231,4390
LOC6579420,2130,1868,2377,1063,1289,1425
LOC6579421,585,536,607,306,371,412
LOC6579422,1184,1065,1410,791,1199,1339
LOC6579423,1025,724,888,552,651,674
LOC6579424,26715,21046,24816,19425,23744,25116
LOC6579425,584,469,554,425,476,618
LOC6579426,1196,902,1115,803,1192,1237
LOC6579427,754,575,716,792,882,1055
LOC6579429,15474,12327,14511,6755,8136,8970
LOC6579430,428,327,410,284,460,432
LOC6579432,13,6,7,3,5,3
LOC6579433,982,753,932,1191,1517,1743
LOC6579436,1562,1516,1869,1383,1870,1989
LOC6579437,534,452,663,835,1053,1353
LOC6579438,1954,1684,2122,2827,4287,4156
LOC6579439,89,65,93,37,39,36
LOC6579440,87,56,96,56,82,64
LOC6579441,1725,1574,1852,1067,1257,1286
LOC6579442,1492,1171,1444,1124,1457,1510
LOC6579444,3525,2933,3637,2947,3687,3807
LOC6579445,44303,32627,37797,39660,42232,68408
LOC6579446,1874,1467,1780,2112,2552,3051
LOC6579447,2829,2256,2691,6507,6464,9444
LOC6579448,7334,5587,6563,13759,16285,20465
LOC6579449,15738,12786,15278,9117,11506,12133
LOC6579450,6517,5139,6203,5362,6516,7106
LOC6579451,7484,6163,7081,3527,3891,4341
LOC6579452,8251,6794,7956,4661,5400,6179
LOC6579453,1399,1107,1323,1626,2008,2352
LOC6579454,1,0,0,1,0,0
LOC6579455,804,714,951,939,1286,1330
LOC6579456,200,152,185,188,260,289
LOC6579459,1182,1052,1143,999,1135,1375
LOC6579460,342,271,265,631,627,973
LOC6579462,2331,1853,2221,2020,2620,2851
LOC6579463,1044,909,1159,791,954,1200
LOC6579464,1473,1177,1334,600,786,779
LOC6579465,700,590,733,511,689,628
LOC6579466,1004,906,1017,723,896,945
LOC6579467,2393,2158,2746,1779,2228,2397
LOC6579468,288,177,227,173,215,266
LOC6579470,318,332,360,252,344,285
LOC6579471,3213,2486,2884,2914,3181,3673
LOC6579472,68,51,56,56,74,102
LOC6579474,16,6,7,3,2,1
LOC6579476,0,2,0,2,1,1
LOC6579477,4177,3291,4006,2874,3515,4102
LOC6579478,10226,8070,9908,6224,7550,8781
LOC6579479,11,11,17,18,19,25
LOC6579480,1222,987,1186,631,767,906
LOC6579482,189,166,223,198,228,261
LOC6579483,17,12,15,22,27,35
LOC6579484,4567,3910,4882,1919,2714,2408
LOC6579485,719,576,768,473,581,670
LOC6579486,2377,1893,2231,2357,2887,2930
LOC6579487,278,226,262,315,392,368
LOC6579488,4005,3190,3852,3423,4409,4625
LOC6579489,508,431,542,371,429,459
LOC6579491,5496,4307,4959,7779,9173,10284
LOC6579493,468,384,489,202,259,262
LOC6579494,5234,4327,4977,2852,3419,3894
LOC6579495,735,507,581,380,516,518
LOC6579496,680,550,676,413,449,493
LOC6579497,372,329,393,596,781,846
LOC6579498,356,279,337,196,244,292
LOC6579500,118,114,121,96,97,135
LOC6579501,6391,4751,5775,7906,10215,11405
LOC6579502,230,179,245,154,184,254
LOC6579503,1544,1154,1515,818,1056,1098
LOC6579504,3334,2805,3398,3865,4934,4767
LOC6579505,3691,3255,3913,3648,4547,4566
LOC6579506,3866,3180,3563,3054,3720,4079
LOC6579507,195,210,216,202,256,301
LOC6579508,45242,33146,38204,36314,34933,52036
LOC6579510,2893,2461,2935,1262,1311,1443
LOC6579511,113,92,87,104,103,120
LOC6579513,6344,5321,6796,4557,6041,5911
LOC6579514,6170,5167,6239,4395,5613,5583
LOC6579515,1270,1008,1129,763,758,1155
LOC6579516,9098,7005,8620,9448,12521,14271
LOC6579517,709,540,640,638,873,1123
LOC6579518,857,664,840,765,1010,1056
LOC6579519,420,307,371,604,725,897
LOC6579520,7151,5191,6233,6388,7592,10123
LOC6579522,22,14,20,17,18,20
LOC6579525,697,548,603,408,493,542
LOC6579526,5006,4023,4574,3243,3734,4289
LOC6579529,246,218,291,212,258,252
LOC6579530,12274,10062,12194,8555,10770,10931
LOC6579531,319,270,357,359,435,420
LOC6579532,6561,5273,6316,3674,4392,5073
LOC6579534,3427,2580,2883,2016,2497,2830
LOC6579535,4346,3704,4554,2236,2875,2803
LOC6579536,1438,1096,1255,852,925,1294
LOC6579537,1628,1278,1445,1449,1793,2012
LOC6579538,41,23,24,6,18,10
LOC6579539,172,124,131,99,115,134
LOC6579540,460,318,461,356,423,535
LOC6579541,882,737,860,530,644,743
LOC6579542,83,71,79,40,40,70
LOC6579543,0,0,0,2,0,0
LOC6579545,7103,6044,7118,4070,4718,4746
LOC6579549,0,1,0,0,0,0
LOC6579550,0,0,0,3,0,2
LOC6579553,0,0,0,0,0,2
LOC6579555,6,7,5,0,0,2
LOC6579556,0,0,1,0,0,3
LOC6579557,1070,996,1099,562,691,951
LOC6579559,189,156,179,115,168,175
LOC6579560,294,253,291,304,326,519
LOC6579561,9344,7559,9259,6348,8127,7546
LOC6579562,3094,2465,2976,2113,2557,2390
LOC6579563,27870,23244,30303,25802,37516,38443
LOC6579564,2502,1718,2238,1959,2505,2713
LOC6579565,359,347,404,318,483,423
LOC6579566,499,388,494,411,546,650
LOC6579567,858,727,919,801,1234,1294
LOC6579568,500,440,482,381,522,564
LOC6579569,2,2,3,4,16,4
LOC6579570,1394,1182,1456,714,874,975
LOC6579571,5,4,6,0,1,1
LOC6579572,1,4,2,0,0,2
LOC6579573,0,0,0,1,1,0
LOC6579574,3,0,2,1,4,6
LOC6579575,44,32,20,0,0,2
LOC6579577,13,10,25,20,24,27
LOC6579578,2,1,2,5,5,0
LOC6579579,6575,5397,6261,2104,2639,2973
LOC6579580,6,0,0,1,0,0
LOC6579581,0,0,0,0,2,0
LOC6579582,12,5,4,12,7,10
LOC6579584,39,21,28,0,2,0
LOC6579585,52,46,47,2,5,9
LOC6579586,0,1,0,0,2,0
LOC6579588,0,0,0,1,1,0
LOC6579589,0,0,0,0,0,0
LOC6579590,0,0,0,0,0,0
LOC6579592,0,1,3,1,0,0
LOC6579593,10,5,4,1,1,1
LOC6579594,3183,2423,2981,3244,3972,4742
LOC6579595,1838,1396,1642,1105,1282,1551
LOC6579596,1,0,0,2,1,0
LOC6579598,414,337,423,436,492,524
LOC6579600,7,6,7,3,3,2
LOC6579601,3,2,1,0,3,2
LOC6579604,1652,1377,1681,661,808,946
LOC6579605,2301,1950,2353,1881,2314,2538
LOC6579606,381,283,345,84,68,124
LOC6579607,2499,1858,2434,1809,2370,2426
LOC6579608,3575,2842,3158,2650,3245,3629
LOC6579610,738,575,682,27,53,44
LOC6579611,12607,10055,12249,15184,16444,20888
LOC6579612,862,700,786,704,888,957
LOC6579613,194,183,196,228,270,294
LOC6579614,490,427,490,243,339,367
LOC6579615,943,740,886,692,841,1030
LOC6579617,508,368,534,309,422,424
LOC6579620,571,577,630,2065,2653,3855
LOC6579621,1,0,4,4,6,4
LOC6579622,2351,1821,2187,2080,2790,4554
LOC6579623,147,117,144,446,602,630
LOC6579624,65,39,58,130,165,175
LOC6579625,1048,857,995,686,797,890
LOC6579626,3399,2745,3162,2780,3064,4020
LOC6579627,5905,4275,4936,2820,3117,4133
LOC6579628,1640,1320,1493,1073,1431,1508
LOC6579629,1629,1430,1694,887,1038,1177
LOC6579631,2,3,2,2,2,5
LOC6579633,6,7,7,1,3,1
