,dari_head_rep1,dari_head_rep2,dari_head_rep3,dmoj01_head_rep1,dmoj01_head_rep2,dmoj01_head_rep3,dmoj20_head_rep1,dmoj20_head_rep2,dmoj20_head_rep3,dmoj22_head_rep1,dmoj22_head_rep2,dmoj22_head_rep3,dmoj26_head_rep1,dmoj26_head_rep2,dmoj26_head_rep3
LOC26528315,2802,2000,11694,5067,8844,3234,2812,4680,2992,3027,6589,4089,1394,2251,964
LOC26528321,0,3,0,0,3,0,2,0,0,0,2,0,0,0,0
LOC26528323,186,109,835,393,824,262,208,473,287,155,314,218,163,202,117
LOC26528327,134,79,757,224,642,200,137,338,174,135,413,197,78,160,106
LOC26528328,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0
LOC26528330,18,13,83,9,99,26,72,109,45,17,71,34,17,6,4
LOC26528331,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
LOC26528335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC26528337,1,0,9,0,3,2,0,1,0,1,1,0,0,1,0
LOC26528339,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0
LOC26528344,418,295,2347,1012,2108,810,366,1135,597,249,509,404,532,831,419
LOC26528345,174,187,1078,99,443,130,109,273,179,111,388,290,62,83,69
LOC26528346,243,258,1387,471,1210,458,540,1451,771,167,517,376,160,374,215
LOC26528347,39,41,272,88,132,47,32,48,31,25,51,39,19,31,7
LOC26528348,13,11,44,2,39,16,14,33,32,17,39,23,4,9,2
LOC26528351,0,0,12,0,11,0,0,0,0,2,5,2,0,0,0
LOC26528352,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0
LOC26528354,10,2,18,40,85,12,11,28,38,10,21,11,77,86,35
LOC26528355,21,27,134,56,256,37,11,42,27,16,40,56,20,34,48
LOC26528361,203,132,690,142,325,95,86,245,159,73,238,153,119,131,86
LOC26528363,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LOC26528364,246,113,1074,348,674,241,207,450,279,206,338,319,219,281,176
LOC26528367,0,0,5,44,68,19,14,40,3,0,2,0,9,37,15
LOC26528369,315,227,1605,440,705,264,339,503,396,189,523,342,167,304,197
LOC26528370,1,3,3,1,2,2,2,4,2,1,0,0,26,27,6
LOC26528371,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LOC26528374,17,12,58,76,187,85,20,65,29,15,7,14,40,67,21
LOC26528379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC26528381,149,150,531,144,398,144,122,211,127,113,258,143,58,97,64
LOC26528384,82,66,507,157,359,90,84,122,101,71,179,94,55,89,59
LOC26528385,156,117,696,105,363,112,80,209,107,69,168,118,51,65,35
LOC26528387,0,0,0,0,0,0,1,0,0,13,5,18,0,0,2
LOC26528388,1470,887,5983,1620,2864,874,1111,2004,1148,846,2138,1206,797,1104,524
LOC26528389,177,126,814,174,404,139,106,358,142,146,348,227,148,176,72
LOC26528391,5,2,12,4,6,2,0,6,0,2,1,0,0,8,5
LOC26528392,0,0,5,13,6,4,3,0,3,3,2,1,24,13,7
LOC26528394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC26528399,442,415,2366,334,808,266,218,546,286,243,625,430,292,456,238
LOC26528400,11,9,58,0,23,5,6,9,1,92,185,190,6,33,20
LOC26528404,0,1,0,10,9,7,6,4,16,6,9,5,10,24,10
LOC26528405,38,14,109,71,169,37,32,85,56,28,138,64,10,58,20
LOC26528407,439,363,1924,528,931,387,333,1031,476,346,861,511,262,297,178
LOC26528412,4,1,18,22,13,15,17,22,28,2,4,3,12,29,17
LOC26528413,19,21,131,0,0,0,0,0,0,0,0,0,0,0,0
LOC26528416,1,0,14,0,0,0,0,0,4,0,0,0,0,1,0
LOC26528419,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0
LOC26528421,1241,1013,5937,1215,2464,914,923,2053,1279,637,2155,1191,598,1097,509
LOC26528424,0,0,0,0,0,1,56,120,78,0,5,10,8,9,22
LOC26528425,107,125,460,134,331,113,85,193,148,92,245,125,100,144,99
LOC26528428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC26528430,36,15,59,12,86,2,48,105,51,34,63,42,17,1,5
LOC26528435,0,1,0,0,7,0,2,0,5,3,0,2,1,0,4
LOC26528436,2,1,29,26,20,8,8,25,7,48,58,29,32,35,34
LOC26528437,159,148,731,84,153,48,74,239,84,72,276,155,25,21,11
LOC26528439,662,559,3681,1284,2795,886,961,1761,1215,669,1473,1156,603,1060,455
LOC26528447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC26528452,198,79,848,206,401,151,202,311,242,98,254,174,443,229,132
LOC26528455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC26528462,0,2,0,4,16,0,0,0,0,7,47,26,0,2,4
LOC26528463,13,2,56,0,29,5,6,42,26,5,19,14,5,6,5
LOC26528464,44,32,255,78,162,75,53,75,92,48,79,86,64,91,48
LOC26528466,18,16,41,8,21,2,6,28,9,18,49,27,0,16,8
LOC26528476,9,17,39,5,28,11,9,20,7,5,9,1,19,19,8
LOC26528481,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
LOC26528482,0,0,0,1,2,0,16,46,20,0,0,0,30,23,20
LOC26528483,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC26528487,1437,858,5766,1999,3754,1203,1718,3029,1865,1066,2321,1501,1480,1343,624
LOC26528488,8,8,67,65,143,54,49,139,54,16,95,58,34,84,41
LOC26528489,576,473,3151,876,1766,602,430,747,525,325,841,609,402,555,319
LOC26528493,149,137,827,320,773,223,189,363,226,172,404,264,139,321,123
LOC26528494,2203,1784,13356,3322,8186,2897,3867,10422,7200,3215,5414,6094,5443,7897,4330
LOC26528498,6478,4424,24776,9268,15210,5383,5073,8009,4542,4454,8874,6380,6018,7697,3738
LOC26528499,0,0,9,0,9,1,1,0,7,5,10,0,0,0,2
LOC26528504,269,238,1441,329,506,228,274,550,324,171,320,227,315,385,196
LOC26528506,229,162,1451,180,440,147,166,355,225,127,409,189,23,149,44
LOC26528507,1,5,21,0,0,0,7,8,0,0,0,0,0,2,4
LOC26528508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC26528510,85,74,563,257,432,130,100,151,75,59,218,134,130,180,100
LOC26528511,0,0,0,7,0,0,4,2,0,0,0,3,2,8,2
LOC26528513,9,4,70,238,641,199,9,8,8,1,9,1,13,15,5
LOC26528516,2,0,12,0,0,9,0,0,2,2,0,0,0,0,0
LOC26528521,250,151,1181,191,554,180,195,352,238,249,582,366,103,122,63
LOC26528522,0,0,7,3,19,4,5,21,17,1,0,0,25,9,9
LOC26528523,1,0,0,0,4,0,6,0,5,4,0,0,0,0,0
LOC26528524,1870,1324,8703,2179,4775,1659,2007,4296,2391,1278,3766,2174,1783,2967,1582
LOC26528525,6,3,66,17,39,1,0,0,0,7,11,14,0,0,1
LOC26528528,34940,13318,88577,50860,62863,18587,11543,15891,9358,24330,24500,24613,6832,4413,2466
LOC26528529,5,3,0,0,0,0,0,0,3,0,1,0,0,0,0
LOC26528530,0,1,7,146,511,201,1790,5534,3515,97,215,205,184,447,226
LOC26528531,63,45,342,72,92,48,70,162,100,61,143,87,8,36,18
LOC26528535,390,254,1602,399,848,303,135,382,217,87,286,173,135,219,112
LOC26528536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC26528540,1396,1201,6732,1175,2942,1205,1524,3248,2093,1196,3580,1873,476,879,441
LOC26528542,625,332,2265,936,1749,537,590,966,583,684,1315,798,457,469,194
LOC26528547,599,564,3755,600,1482,499,552,1136,656,318,810,622,332,561,223
LOC26528551,0,2,0,4,11,1,0,0,0,0,0,0,0,0,0
LOC26528555,15,6,99,32,56,13,11,41,14,13,17,14,7,17,13
LOC26528560,3,5,36,1,33,2,1,9,0,0,0,5,0,0,0
LOC26528561,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0
LOC26528562,591,452,2905,778,1715,563,338,990,438,461,1324,698,282,344,221
LOC26528564,23,18,143,12,11,8,13,43,34,0,8,14,32,59,29
LOC26528566,14,30,123,18,84,20,14,80,31,9,48,12,28,30,23
LOC26528567,0,0,9,0,0,0,0,0,0,0,7,0,0,0,0
LOC26528568,106,142,659,209,434,163,136,308,189,102,133,123,131,225,138
LOC26528570,1,0,0,1,4,5,2,0,3,2,1,2,0,6,5
LOC26528573,0,0,0,0,0,0,0,0,1,0,5,0,8,0,0
LOC26528574,598,522,2403,960,2004,737,1142,1981,1329,653,1654,870,1041,1566,826
LOC26528578,314,247,1509,457,796,307,294,795,449,266,801,458,297,319,170
LOC26528581,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0
LOC26528583,2335,1690,10536,3225,5269,2171,1656,3218,1798,2067,4269,2815,1374,1519,963
LOC26528590,470,417,2237,774,1715,611,642,1133,705,476,1018,669,1355,1652,1067
LOC26528592,45,29,133,75,141,41,23,86,58,38,68,48,54,111,69
LOC26528593,785,534,3118,566,1239,449,747,1751,900,511,1216,785,322,569,269
LOC26528597,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC26528598,0,0,4,2,0,0,2,0,0,3,10,3,4,0,1
LOC26528599,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LOC26528601,0,0,2,0,10,0,0,0,0,0,0,4,0,2,0
LOC26528607,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
LOC26528609,156,135,645,251,412,183,104,325,212,108,343,188,138,151,103
LOC26528614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC26528615,531,441,2466,1117,2973,1165,235,632,373,480,1336,914,476,821,352
LOC26528616,38,15,110,338,473,164,8,22,10,142,169,157,7,23,6
LOC26528617,3,0,20,0,21,3,3,26,0,2,7,7,0,4,0
LOC26528618,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
LOC26528619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC26528621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC26528623,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LOC26528624,1703,1317,8250,5261,11909,4258,3274,7809,4328,2434,8060,5132,4310,8009,3779
LOC26528627,52,33,250,83,68,28,54,139,46,15,40,12,2,30,3
LOC26528629,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LOC26528630,406,336,2111,721,1565,513,450,1375,570,392,1091,582,373,567,297
LOC26528631,46,46,368,376,806,248,10,14,7,4,20,19,0,6,11
LOC26528638,29,25,104,35,68,17,19,42,22,21,33,17,10,44,17
LOC26528639,923,773,4733,1027,2480,724,622,1266,820,729,2168,1314,422,985,407
LOC26528641,12,7,47,32,103,18,5,5,23,0,5,3,16,32,2
LOC26528642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC26528647,18,5,36,0,0,11,2,0,6,3,13,5,4,21,1
LOC26528648,501,223,1584,585,1028,327,379,600,356,212,308,298,347,374,196
LOC26528651,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LOC26528653,4,6,20,0,10,0,1,7,7,5,0,7,0,2,5
LOC26528663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC26528666,345,237,1504,424,892,314,467,801,513,423,1087,589,154,182,106
LOC26528669,1,0,0,0,0,4,1,0,0,0,0,4,7,0,0
LOC26528675,455,434,2545,538,1594,509,363,837,531,511,1278,973,421,707,357
LOC26528683,277,144,1060,377,493,249,242,389,222,177,369,238,166,281,157
LOC26528685,5,3,0,0,2,0,0,0,0,0,1,0,0,0,0
LOC26528686,43,40,209,55,131,31,67,251,126,43,141,80,25,82,19
LOC26528687,1531,1242,8474,1807,3783,1295,1211,2731,1680,1221,3230,2015,983,1349,723
LOC26528688,6,1,25,4,0,0,2,0,0,0,3,0,0,0,0
LOC26528690,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC26528693,11,4,111,3,7,8,2,25,15,18,14,32,10,7,3
LOC26528703,26,22,150,8,75,19,79,150,76,14,51,34,42,81,26
LOC26528705,2,0,4,7,23,5,3,0,6,0,2,2,0,0,2
LOC26528708,3,1,17,9,6,7,32,23,26,46,61,23,65,57,37
LOC26528709,2,2,17,6,7,0,7,4,8,0,6,6,3,5,1
LOC26528711,121,121,781,4,40,5,9,49,21,4,5,4,43,153,40
LOC26528714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC26528715,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC26528716,0,3,0,8,0,1,7,0,8,8,2,12,0,2,0
LOC26528720,8,0,24,2,2,1,0,4,0,0,4,0,4,5,1
LOC26528726,165,141,801,88,149,79,221,423,293,163,510,303,16,59,21
LOC26528727,12,8,90,0,28,6,5,22,3,9,14,12,0,8,0
LOC26528734,0,0,0,0,0,4,4,0,0,2,0,0,0,5,0
LOC26528736,89,47,195,24,48,7,272,717,374,78,140,113,173,208,127
LOC26528739,13,9,96,2,26,13,3,24,14,0,13,15,39,24,11
LOC26528741,1,2,0,8,14,5,10,28,8,5,7,9,0,11,4
LOC6572000,679,652,3724,794,2208,827,726,1750,1148,622,2237,1210,564,1119,490
LOC6572001,37756,31023,201924,53086,135607,44283,29564,74363,42520,30688,73975,57106,30631,46935,24594
LOC6572002,951,789,4417,1734,3252,1076,1034,1855,1228,1013,2093,1537,725,1147,602
LOC6572004,1397,1074,7018,1215,2045,663,1436,2827,1635,1365,3020,1992,440,595,317
LOC6572013,895,706,4056,882,1966,561,409,699,388,364,848,619,482,732,333
LOC6572014,1406,1150,6539,1708,4481,1355,1371,2693,1800,1143,3168,2052,1101,1709,837
LOC6572018,69,38,200,63,139,63,24,96,32,12,32,27,13,29,19
LOC6572019,1855,1227,7968,3004,5042,1689,2239,3592,2130,1445,3291,2416,1593,2246,1171
LOC6572022,3608,3087,19042,4107,9445,3147,3576,7683,4492,2304,6561,4103,2627,4185,2229
LOC6572024,1410,1046,6461,1456,3106,1016,749,1524,970,887,2041,1375,728,1194,665
LOC6572025,552,389,2340,893,1881,675,642,1191,831,395,1119,753,185,387,203
LOC6572027,1747,1197,8006,2194,4341,1392,1667,3754,2126,1198,3545,2056,831,1477,667
LOC6572028,7,8,99,25,92,9,37,75,58,22,48,31,4,20,6
LOC6572029,2640,2171,13498,2730,6489,2198,2923,6980,4044,2064,5821,3232,2036,2459,1593
LOC6572031,142,169,1003,198,628,182,218,624,225,178,447,244,102,157,95
LOC6572032,1439,1089,6448,1426,3077,1062,1279,2591,1485,1254,3288,1878,967,1327,706
LOC6572033,4414,2755,18577,6316,11758,4140,4503,8553,4741,2517,5890,3714,5161,6556,3706
LOC6572034,741,512,3369,1070,2080,712,724,1427,959,605,1633,1058,704,754,427
LOC6572035,3972,3111,19957,4014,9721,2990,2508,5970,3208,2041,5927,3337,2287,3290,1711
LOC6572036,1440,1392,7754,2154,4934,1834,1353,3440,1916,1386,3467,2273,1943,2440,1487
LOC6572038,7904,5723,34830,7267,16428,6064,6110,13724,7194,5723,14825,8483,4086,6301,3160
LOC6572039,191,84,833,698,1540,505,698,1753,941,492,1405,784,460,593,313
LOC6572040,10610,9773,57319,11424,27262,9663,7993,20153,11633,10331,30032,17833,6054,8594,5044
LOC6572041,394,234,1260,387,685,166,206,304,202,199,388,241,148,195,109
LOC6572042,115,72,523,81,158,90,55,135,58,58,189,127,68,107,56
LOC6572043,603,403,2716,1147,2005,657,719,1206,765,456,920,695,608,738,491
LOC6572044,777,506,3101,350,803,275,413,1002,447,598,1681,923,253,337,161
LOC6572045,3790,2781,16718,4309,8295,3262,3108,6077,3873,2614,5799,3815,4399,5659,3000
LOC6572049,283,249,1548,559,1266,379,407,969,674,230,525,513,347,503,271
LOC6572050,1248,912,5603,1192,2542,934,1009,2386,1299,732,1897,1053,838,975,483
LOC6572051,11,8,40,15,33,12,45,103,46,12,27,27,18,27,17
LOC6572052,325,285,1879,409,1159,443,318,969,542,266,741,506,462,664,447
LOC6572053,586,427,2803,919,1822,737,856,1646,1104,443,967,828,540,825,476
LOC6572054,115,89,695,160,376,114,109,197,132,100,188,157,53,133,53
LOC6572055,58,53,238,172,387,77,100,191,111,62,102,89,110,147,74
LOC6572056,2,14,59,78,215,93,3,0,2,1,0,6,12,28,13
LOC6572057,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6572058,0,2,6,0,0,2,3,0,3,2,12,4,20,2,7
LOC6572061,2,8,35,0,0,0,0,0,0,0,0,0,0,0,0
LOC6572062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6572064,2629,1692,10478,3477,5960,1875,2722,4920,2864,1716,3992,2607,2359,3359,1722
LOC6572066,5,4,16,0,1,6,1,0,2,0,4,0,0,5,0
LOC6572068,0,0,20,0,2,0,2,0,0,0,0,2,0,0,0
LOC6572069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6572070,345,238,1734,672,1473,379,253,642,371,1097,3064,2003,272,349,249
LOC6572071,476,457,2614,515,1381,501,273,680,392,959,2986,2338,262,584,245
LOC6572073,617,482,2996,781,1645,626,580,1382,854,450,1220,757,572,765,419
LOC6572074,1842,1156,7791,1081,2355,772,754,1611,933,995,2596,1604,1199,1401,691
LOC6572075,659,395,2643,1076,1740,573,716,1092,705,487,1053,666,658,655,344
LOC6572076,3247,2587,16020,5130,10551,3703,2691,5137,3056,4397,10700,7085,3269,4172,2349
LOC6572077,59,43,340,424,917,252,53,92,46,108,348,204,4,4,6
LOC6572078,1,2,48,4,7,9,2,0,1,3,6,10,0,2,1
LOC6572079,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LOC6572080,0,0,0,5,0,1,0,0,0,0,0,1,0,5,0
LOC6572081,303,234,1433,466,731,188,296,528,316,244,463,297,180,296,151
LOC6572082,536,479,2416,771,1803,668,733,1417,902,538,1377,833,306,582,388
LOC6572083,964,767,4821,1563,3012,1168,950,2030,1255,845,2372,1448,720,973,535
LOC6572084,674,513,3008,889,1830,623,400,859,524,391,1050,717,403,625,376
LOC6572085,845,515,3880,809,1524,466,538,999,612,313,593,575,535,776,398
LOC6572086,474,329,2632,776,1983,620,460,1212,605,403,1254,672,414,517,323
LOC6572087,189,145,998,356,763,285,208,570,262,122,288,243,279,369,193
LOC6572089,168,124,863,116,346,111,172,391,158,107,273,168,169,221,73
LOC6572090,482,370,2503,494,1247,485,494,1337,687,355,1104,643,411,695,353
LOC6572091,23,32,82,5,20,17,19,19,19,22,42,12,6,16,0
LOC6572092,579,437,2696,450,984,386,443,786,374,259,806,404,337,393,219
LOC6572093,766,631,4266,1242,2954,978,866,2483,1210,756,2077,1267,998,1387,792
LOC6572094,34,24,144,122,170,89,66,143,108,24,64,40,81,100,34
LOC6572095,569,542,3304,755,1807,563,372,982,544,383,1117,658,366,587,261
LOC6572096,793,797,5077,1755,4398,1526,1359,3022,1825,962,2690,1847,784,1385,775
LOC6572097,869,679,4285,1686,3942,1425,959,2205,1330,667,2072,1343,1068,1726,801
LOC6572098,32,19,83,135,348,107,79,157,120,26,86,60,87,147,54
LOC6572101,337,241,1909,303,657,280,352,914,569,148,552,378,261,491,239
LOC6572103,510,431,2580,468,901,301,386,947,477,279,655,505,212,350,157
LOC6572104,861,717,4933,847,2227,642,924,2367,1241,306,1023,676,81,131,57
LOC6572105,463,384,2400,470,1119,348,343,840,390,204,621,366,352,471,259
LOC6572106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6572108,205,139,921,344,609,214,319,519,312,149,248,254,182,188,147
LOC6572109,0,3,53,8,13,3,1,18,1,0,8,3,21,38,1
LOC6572110,215,148,880,326,585,185,260,465,262,141,372,206,168,215,126
LOC6572111,80,28,335,116,175,59,67,124,100,34,120,75,57,100,61
LOC6572112,150,147,809,258,557,209,163,303,241,149,501,371,160,275,156
LOC6572113,2292,2082,10537,2935,6252,2380,2531,5470,3295,1447,3853,2414,2494,3863,1828
LOC6572114,1654,1565,9639,1004,2771,1013,705,2081,1136,1643,4878,3829,1148,1931,1047
LOC6572115,13,6,57,0,6,0,6,6,19,4,2,6,9,7,2
LOC6572116,140,117,593,144,289,118,76,123,138,60,169,76,95,90,61
LOC6572117,202,168,1097,318,661,183,226,478,304,124,398,257,172,285,145
LOC6572118,320,208,1233,444,700,240,300,607,293,231,510,321,257,268,162
LOC6572119,490,415,2474,695,1540,432,574,1475,787,427,1130,698,311,568,273
LOC6572120,252,210,1468,392,1083,344,319,1033,522,290,800,533,233,370,172
LOC6572121,1982,1244,7276,2746,5892,2239,2166,3570,2312,1720,4436,2579,1335,2288,1103
LOC6572122,18,30,154,75,104,43,40,124,69,46,49,67,69,92,74
LOC6572123,308,226,1599,431,1051,362,352,675,332,252,630,392,257,315,190
LOC6572124,361,320,1946,394,906,357,301,769,383,205,532,390,286,392,250
LOC6572125,192,147,880,326,550,185,163,276,235,148,364,280,123,148,130
LOC6572126,858,758,4535,974,2098,684,862,2034,1094,731,2053,1308,482,801,341
LOC6572127,1961,1231,8772,2239,4599,1535,2073,4063,2213,1451,3571,2027,1380,1827,792
LOC6572129,393,206,1387,610,962,317,483,579,453,379,530,468,260,433,235
LOC6572130,2610,2425,16255,3077,8128,2848,2183,6937,3747,1920,5374,4385,2390,4055,2198
LOC6572131,421,191,1464,634,878,301,327,648,374,282,414,499,263,364,194
LOC6572132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6572133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6572134,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LOC6572135,142,72,589,334,412,188,189,247,205,229,330,275,266,249,153
LOC6572136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6572138,423,323,2139,360,782,320,337,696,437,189,583,361,264,337,176
LOC6572139,15,7,75,15,13,5,19,20,6,3,9,9,32,26,20
LOC6572140,493,378,2514,656,1458,622,381,908,578,413,1184,738,351,632,279
LOC6572141,3352,1921,15197,5137,11053,3569,5214,10839,6393,3212,8109,6372,3799,4449,2810
LOC6572143,810,481,2554,1393,2325,1142,2139,2789,2190,1821,3320,1777,1441,1519,919
LOC6572144,5742,3930,23495,7789,14182,5487,6548,10911,6371,4652,10674,6286,4376,6796,3689
LOC6572146,1161,715,4352,1447,2535,895,1584,2338,1621,1006,1772,1077,1029,1292,688
LOC6572147,2,8,1,111,221,65,10,3,15,18,47,6,8,14,10
LOC6572148,17,19,109,0,0,0,1,0,0,0,0,0,0,0,0
LOC6572149,369,257,2026,493,1173,353,342,556,395,292,507,417,387,378,305
LOC6572150,296,294,1742,649,1808,586,374,1147,635,352,1134,744,422,972,541
LOC6572151,674,504,3068,1476,2436,832,821,1655,975,604,1486,1031,582,942,426
LOC6572152,262,170,721,348,634,286,234,324,242,102,289,207,160,270,197
LOC6572153,87,63,530,154,167,69,84,140,76,93,110,85,57,61,49
LOC6572154,436,310,2043,710,1214,407,402,942,541,288,637,454,342,415,235
LOC6572155,435,320,2218,505,1329,447,418,1119,512,331,751,530,220,278,183
LOC6572156,1,1,9,3,3,0,9,14,2,2,0,0,0,3,0
LOC6572157,6,7,48,31,69,7,50,153,73,5,4,23,12,1,4
LOC6572158,19410,19534,128000,26853,82621,27929,16670,52190,31201,15670,50129,34435,28779,39490,25955
LOC6572161,10,6,52,6,21,13,6,25,10,0,4,9,2,0,2
LOC6572162,57,42,292,120,146,75,55,103,60,50,108,69,67,82,87
LOC6572163,308,273,1760,416,1083,340,302,1022,531,201,552,386,333,456,235
LOC6572165,0,0,0,0,0,0,6,8,5,0,0,0,0,0,2
LOC6572166,128,144,711,162,377,125,159,395,149,97,195,144,106,118,107
LOC6572167,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
LOC6572168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6572170,17,15,196,154,324,108,60,102,78,67,147,70,19,93,19
LOC6572172,0,0,11,39,89,13,24,87,53,29,52,31,52,65,34
LOC6572173,8335,6498,44800,11267,30099,10708,9214,24462,14188,16121,44113,32247,12004,16610,9666
LOC6572174,603,398,2637,1033,1897,766,727,1417,826,485,912,825,612,701,459
LOC6572176,335,199,1615,397,870,239,348,711,413,213,493,335,219,244,139
LOC6572177,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
LOC6572178,580,378,2831,782,2105,612,687,1580,976,433,1157,807,524,699,384
LOC6572179,848,502,3199,585,945,380,419,784,496,342,643,434,442,580,255
LOC6572180,0,0,0,0,9,0,0,6,5,0,0,0,0,0,0
LOC6572181,651,531,3048,1141,2924,966,671,2043,1100,886,2373,1715,782,859,477
LOC6572182,1422,1026,6748,1951,3847,1265,1248,2547,1423,1046,2668,1566,729,1180,637
LOC6572183,390,349,2248,432,1097,415,234,715,329,211,777,512,236,350,182
LOC6572184,7,2,71,27,30,42,10,45,21,0,0,0,0,2,0
LOC6572186,32,32,166,68,200,37,37,140,47,0,0,0,7,4,3
LOC6572187,74,67,373,51,150,51,70,173,82,0,5,0,15,13,0
LOC6572188,19,18,150,27,76,18,29,70,67,0,0,0,12,3,3
LOC6572189,6,2,20,37,59,12,13,33,21,5,39,11,0,2,0
LOC6572190,0,2,24,16,13,3,2,0,0,0,0,0,0,3,0
LOC6572192,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0
LOC6572193,135,150,889,254,485,115,188,468,209,127,398,268,136,175,81
LOC6572195,1533,895,5921,1650,3003,1321,2355,3229,2281,1156,1949,1391,1940,2109,1179
LOC6572197,0,0,2,0,0,3,3,21,6,1,5,0,0,6,0
LOC6572200,1029,876,5165,642,1573,528,540,1121,711,657,1318,984,652,654,322
LOC6572201,9,3,42,62,124,49,43,139,75,28,58,61,142,122,127
LOC6572202,46,70,446,107,328,106,84,240,132,65,167,95,67,107,36
LOC6572204,23,17,103,40,157,57,41,91,42,34,96,65,68,139,65
LOC6572205,633,328,2172,744,1131,457,439,772,372,384,561,546,432,762,387
LOC6572206,196,189,1121,268,870,272,183,470,364,180,358,336,269,380,186
LOC6572207,7956,5208,32214,9304,16840,5385,6230,10980,6490,5475,12624,8318,4158,6168,3333
LOC6572215,4038,3989,23649,5187,11770,4085,3975,10788,5871,3843,12183,7219,1715,2797,1465
LOC6572216,729,414,3216,1090,2103,668,709,1802,952,581,1475,922,701,948,602
LOC6572218,2953,2700,18863,2440,7676,2594,1343,4169,2460,1122,3055,2944,2041,3814,2098
LOC6572219,781,674,4106,930,1917,675,635,1553,926,420,1360,794,379,667,333
LOC6572220,257,132,924,260,632,192,202,424,227,198,419,298,204,213,94
LOC6572221,414,309,1737,462,962,419,289,612,447,378,814,513,263,348,190
LOC6572222,20,8,82,68,59,34,51,142,41,11,45,35,36,34,16
LOC6572223,316,290,1962,393,920,277,248,888,460,196,641,446,217,323,153
LOC6572226,1289,1185,7919,554,1506,491,188,489,267,422,1409,986,93,262,120
LOC6572227,87,94,356,324,637,211,184,474,225,114,257,177,431,611,230
LOC6572228,824,642,3638,797,1666,709,1087,2216,1363,1011,2104,1195,671,844,466
LOC6572229,187,119,900,296,561,188,166,470,266,431,1018,739,295,423,252
LOC6572230,1052,746,4366,2509,4483,1432,1278,2783,1505,3075,5883,3881,2298,3295,1873
LOC6572231,131,151,857,686,1099,292,48,111,86,73,193,135,3,3,6
LOC6572232,2602,2115,13274,977,2555,849,2220,5228,3029,2152,5456,3155,2596,4079,2072
LOC6572233,17866,14530,90509,29859,58315,20352,26042,52899,29860,19713,45322,29566,22430,32535,17321
LOC6572234,216,175,813,248,701,186,272,587,385,241,639,310,145,190,97
LOC6572235,219,175,944,375,744,290,303,747,407,160,645,320,273,449,231
LOC6572236,449,302,2214,869,1736,670,540,1397,807,494,1308,761,500,639,411
LOC6572237,1605,1226,8095,1747,4251,1470,1565,3391,2039,1062,2881,1701,1478,2201,1024
