,dbuz_larv_rep1,dbuz_larv_rep2,dbuz_larv_rep3,dkoep_larv_rep1,dkoep_larv_rep2,dkoep_larv_rep3
LOC6578840,35,29,34,77,130,46
LOC6578841,245,235,215,1627,2437,1116
LOC6578843,10,6,6,5,16,4
LOC6578845,890,692,959,474,776,311
LOC6578846,140,116,134,133,241,98
LOC6578847,2834,2247,2801,319,523,224
LOC6578848,672,578,673,486,744,275
LOC6578850,196,202,201,44,69,16
LOC6578851,304,264,281,471,813,419
LOC6578852,1607,1330,1607,1980,3292,1331
LOC6578853,210,162,188,211,316,138
LOC6578856,9,1,2,2,4,3
LOC6578857,1180,1084,1028,3116,4667,1989
LOC6578858,159,145,144,238,426,125
LOC6578859,466,328,449,1204,1798,818
LOC6578860,6017,4871,5790,5524,9617,3810
LOC6578861,2788,2102,2632,4406,7612,3142
LOC6578862,81,70,69,211,315,122
LOC6578863,1257,1279,1213,3033,4453,1919
LOC6578864,1870,1410,1759,1921,3096,1296
LOC6578865,75,61,71,80,134,48
LOC6578866,195,183,209,61,87,29
LOC6578867,3176,2509,3437,2679,4247,1281
LOC6578868,694,446,686,856,1259,571
LOC6578869,32,34,66,173,338,104
LOC6578870,579,489,558,787,1229,559
LOC6578871,68,59,76,480,703,332
LOC6578872,3207,2922,2896,5470,8961,3786
LOC6578873,1491,1224,1247,2570,4032,1839
LOC6578875,6,9,5,0,0,0
LOC6578877,576,486,523,1023,1359,568
LOC6578881,228,242,226,756,1036,461
LOC6578885,1755,1586,1520,3548,5463,2585
LOC6578886,304,244,279,405,689,306
LOC6578887,175,154,147,176,285,93
LOC6578891,593,426,619,677,1147,488
LOC6578892,427,324,441,904,1266,606
LOC6578893,1049,876,1157,881,1307,447
LOC6578894,165,126,192,42,57,35
LOC6578895,5,1,13,13,27,10
LOC6578898,473,395,390,1477,2091,904
LOC6578900,760,580,732,1055,1737,726
LOC6578901,987,778,1181,1406,2220,1125
LOC6578902,399,437,381,1989,2514,1146
LOC6578903,7,0,10,1,3,3
LOC6578907,153,88,155,299,440,230
LOC6578908,77,43,55,1002,1344,424
LOC6578909,2676,2001,2468,2769,4670,1901
LOC6578910,2346,1818,2383,2100,2878,1347
LOC6578912,969,708,1348,1702,2238,780
LOC6578913,1171,873,1069,703,1174,420
LOC6578914,366,308,388,147,228,86
LOC6578915,2,4,6,31,37,12
LOC6578916,876,774,938,909,1441,476
LOC6578918,43,54,45,43,83,42
LOC6578919,641,509,660,1327,2245,1026
LOC6578920,8552,7806,7544,17062,26760,11301
LOC6578921,3325,2461,3141,7445,11343,5090
LOC6578922,1263,1153,1317,1284,2015,837
LOC6578923,4497,3542,4583,3612,5773,2758
LOC6578924,1512,1130,1517,1844,3132,1405
LOC6578925,790,577,839,658,1118,410
LOC6578926,849,617,739,1130,1839,780
LOC6578927,103,103,120,131,223,82
LOC6578928,263,207,213,294,436,220
LOC6578930,214,235,197,539,808,333
LOC6578931,830,619,873,659,1102,337
LOC6578932,106,113,161,308,431,208
LOC6578933,1359,1163,1174,2927,4702,2089
LOC6578934,111,92,125,61,103,45
LOC6578935,4898,4109,4804,5331,9040,3916
LOC6578937,4017,3090,4014,5879,9784,4496
LOC6578939,704,546,762,1518,2194,1032
LOC6578942,6320,5045,6054,8249,13481,5843
LOC6578943,191,114,196,151,270,115
LOC6578944,163,147,166,266,326,148
LOC6578946,28,22,14,23,30,5
LOC6578947,11,6,0,5,7,0
LOC6578948,1267,982,1243,1139,1923,726
LOC6578949,2448,1986,2448,3691,6125,2717
LOC6578950,172,146,180,399,620,307
LOC6578951,53,39,48,176,344,141
LOC6578955,9361,7077,10206,6602,9839,3971
LOC6578957,94,50,69,129,172,82
LOC6578961,3976,3569,3460,13517,19345,7838
LOC6578963,578,500,539,1047,1446,633
LOC6578964,1003,820,871,2021,3476,1615
LOC6578967,356,228,340,175,291,135
LOC6578969,18,9,21,202,296,78
LOC6578970,292,184,258,385,577,157
LOC6578971,2672,2085,2682,2431,3662,1887
LOC6578974,2484,1733,2415,2511,4129,1670
LOC6578975,721,604,865,365,590,307
LOC6578976,1244,915,1223,926,1619,770
LOC6578978,1109,976,971,1487,2439,915
LOC6578979,2833,2565,2530,4766,7650,3082
LOC6578980,2207,1667,2299,1821,3154,1153
LOC6578984,1079,932,1051,3050,4050,1776
LOC6578985,3184,2522,3271,3970,6574,2733
LOC6578986,1170,1031,1131,2634,3961,1631
LOC6578988,1186,1057,1112,3303,4530,1874
LOC6578990,2279,1828,2210,1108,1951,874
LOC6578991,361,289,374,672,1020,468
LOC6578992,550,458,550,531,887,348
LOC6578993,230,179,191,315,544,183
LOC6578994,66,47,63,19,63,26
LOC6578996,653,519,659,701,1105,543
LOC6578997,1406,1019,1440,1621,2605,1068
LOC6578998,3548,3279,2806,10610,14929,6703
LOC6579000,90,90,80,246,390,160
LOC6579004,4909,4572,4826,12218,17209,9077
LOC6579005,883,723,933,1416,2197,786
LOC6579006,1011,779,1053,426,623,228
LOC6579007,101,95,107,287,522,305
LOC6579008,715,705,674,2355,3197,1319
LOC6579011,866,759,847,751,1344,521
LOC6579012,973,767,809,1530,2502,1005
LOC6579013,721,630,701,718,1159,509
LOC6579016,4229,3989,3767,10717,15868,7209
LOC6579031,1248,954,1203,1518,2433,945
LOC6579032,1115,886,1262,1408,2210,822
LOC6579033,8348,6351,8190,6418,10644,4337
LOC6579034,219,152,217,239,355,237
LOC6579035,231,186,206,247,425,181
LOC6579037,406,308,298,997,1499,837
LOC6579039,414,288,450,335,576,283
LOC6579041,4424,3889,3860,13509,20455,8984
LOC6579042,162,103,137,41,44,21
LOC6579043,8376,6063,7983,405,695,242
LOC6579046,55,55,59,154,248,111
LOC6579047,290,204,266,309,426,144
LOC6579049,2055,1691,1863,2070,3209,1270
LOC6579050,277,162,215,107,167,58
LOC6579051,25,21,18,102,168,65
LOC6579052,279,198,251,314,468,211
LOC6579055,2308,2120,1911,4778,7017,3186
LOC6579057,371,278,358,1066,1480,513
LOC6579058,150,99,154,2955,3438,1417
LOC6579059,88,66,81,106,161,83
LOC6579060,4352,3511,4147,6827,9947,5324
LOC6579061,281,207,327,287,492,162
LOC6579063,39,20,28,104,194,78
LOC6579068,2267,2072,2005,4776,7753,3355
LOC6579069,402,310,343,1546,2542,1196
LOC6579070,383,364,490,461,717,301
LOC6579071,2,0,9,14,7,3
LOC6579073,2360,1987,2063,3484,5217,2449
LOC6579074,434,342,488,1778,2464,1573
LOC6579075,96,80,94,313,349,81
LOC6579076,2308,1831,2175,2926,4652,1935
LOC6579077,5787,4856,5015,10196,15790,7004
LOC6579080,13,3,13,5,3,0
LOC6579081,0,0,0,4,1,0
LOC6579082,1496,1142,1546,2631,4573,1798
LOC6579085,230,205,190,421,712,304
LOC6579086,1,3,3,3,15,3
LOC6579089,54,70,50,172,267,113
LOC6579091,1173,930,1049,1839,2950,1189
LOC6579092,529,383,580,696,1040,535
LOC6579093,372,253,384,583,860,411
LOC6579094,1549,1314,1542,1704,2508,903
LOC6579098,749,569,836,964,1535,801
LOC6579099,961,696,905,118,181,80
LOC6579100,517,455,433,2184,3631,1544
LOC6579101,754,560,693,803,1211,481
LOC6579102,78,57,76,142,212,108
LOC6579103,2360,1912,2211,6330,8671,4563
LOC6579104,659,422,541,590,895,306
LOC6579105,705,696,759,1143,1782,904
LOC6579106,3237,2679,2922,3065,4997,2183
LOC6579107,3,0,2,1,4,0
LOC6579108,4,7,12,6,9,4
LOC6579109,1275,1112,1151,2928,4927,1959
LOC6579111,1166,1011,1129,2452,3969,1845
LOC6579112,731,577,767,134,189,66
LOC6579114,36,25,34,24,36,9
LOC6579115,407,283,373,106,161,73
LOC6579116,143,123,153,487,799,371
LOC6579118,165,165,169,397,611,200
LOC6579119,420,314,439,514,922,341
LOC6579120,289,185,256,244,427,190
LOC6579121,141,96,99,201,283,97
LOC6579122,1408,1144,1277,3191,4753,2198
LOC6579123,1814,1576,1564,7010,10587,5068
LOC6579126,457,415,506,397,636,290
LOC6579127,4,1,2,1,1,0
LOC6579128,30,27,36,92,153,57
LOC6579131,20,24,19,100,177,60
LOC6579132,11105,8251,10892,9647,13226,4493
LOC6579134,461,386,545,534,799,370
LOC6579135,19316,15125,19441,6034,9937,3903
LOC6579136,536,383,504,417,737,365
LOC6579137,127,123,100,143,234,73
LOC6579141,110,79,99,92,159,49
LOC6579143,302,359,259,1037,1587,710
LOC6579144,29,21,40,53,61,29
LOC6579146,788,780,652,2155,2912,1411
LOC6579147,435,289,473,306,479,248
LOC6579148,1883,1550,2024,2829,4560,2249
LOC6579149,988,728,978,1089,1656,764
LOC6579150,286,258,244,792,1179,458
LOC6579151,3416,2705,3323,8747,13728,6590
LOC6579152,2397,2004,2379,2664,4262,1801
LOC6579153,4,9,6,47,80,37
LOC6579154,137,95,164,245,417,173
LOC6579155,819,657,817,1610,2466,1283
LOC6579156,186,202,213,239,369,175
LOC6579157,4281,3386,4334,4275,6976,2799
LOC6579158,643,501,672,682,1170,570
LOC6579159,52,35,42,132,131,56
LOC6579160,2816,2128,2727,3576,5772,2597
LOC6579161,306,232,375,399,696,292
LOC6579162,55,45,69,93,135,71
LOC6579163,160,102,118,249,369,160
LOC6579165,1615,1371,1442,2261,3731,1551
LOC6579166,176,143,163,185,359,134
LOC6579167,1613,1221,1505,1045,1801,762
LOC6579169,410,331,433,412,575,284
LOC6579170,604,508,625,1411,2175,1095
LOC6579171,1227,1006,1019,1632,2447,1032
LOC6579172,371,267,378,570,851,417
LOC6579173,1065,795,1194,1633,2605,1077
LOC6579174,1150,931,1194,1355,2100,954
LOC6579175,3039,2538,2768,4900,8011,3599
LOC6579177,7678,5174,7734,15263,21772,6059
LOC6579178,849,690,808,2403,3529,1944
LOC6579179,183,133,186,294,423,199
LOC6579180,518,364,497,451,678,313
LOC6579181,635,472,630,862,1419,621
LOC6579182,200,165,168,501,757,358
LOC6579183,949,786,926,976,1617,781
LOC6579184,1527,1340,1448,2180,3699,1538
LOC6579185,2392,1995,2248,3829,6145,2680
LOC6579186,1920,1546,1973,2462,3979,1784
LOC6579187,95,81,127,91,125,55
LOC6579188,1397,1173,1455,1667,2635,1269
LOC6579189,32,25,26,87,141,55
LOC6579190,4,3,6,0,3,0
LOC6579192,337,243,324,94,153,57
LOC6579194,57,41,53,25,58,15
LOC6579195,711,526,666,1125,1824,890
LOC6579196,142,140,153,278,389,173
LOC6579198,1512,1197,1573,6579,8643,3630
LOC6579200,502,365,452,803,1322,725
LOC6579201,2549,1886,2335,5073,7877,2879
LOC6579204,258,177,237,470,781,366
LOC6579206,278,231,289,260,366,140
LOC6579207,300,286,354,597,937,439
LOC6579210,314,260,326,135,230,93
LOC6579212,15,16,21,29,41,15
LOC6579213,5,4,10,10,17,10
LOC6579215,2804,2250,2412,5734,8874,3582
LOC6579216,320,210,349,494,771,367
LOC6579217,562,447,511,913,1420,600
LOC6579219,49,54,44,142,174,72
LOC6579220,249,176,238,85,109,34
LOC6579221,171,119,125,28,53,12
LOC6579222,192,149,188,32,51,24
LOC6579223,110,69,104,61,82,32
LOC6579224,172,139,164,98,155,69
LOC6579225,151,99,155,29,45,17
LOC6579226,72,50,75,22,31,9
LOC6579227,2553,1971,2290,3263,4933,2888
LOC6579235,79,42,57,41,68,32
LOC6579236,396,253,344,563,836,506
LOC6579237,502,397,498,365,572,238
LOC6579239,507,466,517,1881,2595,1147
LOC6579240,1238,1205,1142,2365,3559,1671
LOC6579241,639,673,623,1926,2749,1352
LOC6579243,329,225,306,172,278,158
LOC6579244,59,43,45,1,2,2
LOC6579245,10,13,11,5,4,5
LOC6579246,48,29,33,11,16,5
LOC6579249,622,485,633,182,260,121
LOC6579252,2880,2579,2428,6698,9575,3435
LOC6579253,50,54,34,250,400,157
LOC6579257,14,14,12,8,9,3
LOC6579263,15333,12365,14769,13326,22460,8308
LOC6579264,1708,1284,1539,1864,2890,1280
LOC6579265,40,22,32,74,94,35
LOC6579269,4,1,5,0,0,1
LOC6579271,2820,2184,2843,4121,7165,2795
LOC6579272,2487,1849,2417,3329,5410,2123
LOC6579273,38,10,21,6,29,9
LOC6579276,1148,910,1059,1662,2633,943
LOC6579277,878,630,873,869,1449,581
LOC6579278,29,20,34,37,51,22
LOC6579279,4260,3356,4321,1280,2138,673
LOC6579280,291,252,248,526,881,401
LOC6579282,1790,1495,1772,650,1007,496
LOC6579283,459,410,492,1106,1873,790
LOC6579284,79,68,83,136,214,87
LOC6579285,78,56,87,87,126,62
LOC6579287,77,86,95,34,46,25
LOC6579288,10,3,3,5,9,5
LOC6579289,3322,2488,3482,8929,14086,7228
LOC6579290,424,342,417,576,964,287
LOC6579291,533,394,558,827,1329,612
LOC6579292,245,221,223,422,667,308
LOC6579294,1441,1214,1220,2685,4250,1434
LOC6579298,376,320,348,1232,1943,816
LOC6579300,1717,1313,1756,2263,3605,1464
LOC6579301,930,677,896,1354,2089,980
LOC6579302,7598,7479,6624,10242,15763,6616
LOC6579303,857,801,1005,1549,2511,1096
LOC6579304,2598,1976,2204,1992,2639,1143
LOC6579305,8661,7560,7246,10083,16724,6803
LOC6579306,3,1,2,4,14,6
LOC6579307,353,233,375,759,1230,572
LOC6579309,104,93,91,683,819,341
LOC6579312,233,216,163,987,1506,634
LOC6579313,17,13,4,2,4,0
LOC6579314,2370,1725,2333,2124,3631,1546
LOC6579315,330,287,339,328,566,148
LOC6579316,7217,5647,6906,7487,11661,4499
LOC6579317,3,0,0,2,2,0
LOC6579318,0,2,0,10,28,13
LOC6579319,120,145,152,771,1062,409
LOC6579320,19,8,12,3,5,3
LOC6579322,317,186,285,110,142,76
LOC6579324,1381,1129,1252,3016,4352,1808
LOC6579325,356,266,324,708,1160,542
LOC6579326,510,409,436,565,769,321
LOC6579327,496,403,484,992,1419,630
LOC6579328,89,101,68,132,184,78
LOC6579329,787,605,835,1002,1614,683
LOC6579330,489,377,526,1024,1470,725
LOC6579331,3153,2898,3193,4594,7547,3424
LOC6579332,654,612,606,1380,2137,859
LOC6579334,913,782,725,2042,2798,1148
LOC6579335,270,236,317,858,1376,552
LOC6579337,2009,1704,1804,3211,5152,2246
LOC6579338,407,386,467,558,859,433
LOC6579339,1409,1003,1331,1213,1942,895
LOC6579340,121,125,128,323,477,238
LOC6579341,659,507,650,906,1478,617
LOC6579342,315,218,310,226,388,175
LOC6579343,309,229,306,311,500,177
LOC6579344,554,454,562,1074,1786,751
LOC6579345,440,330,491,746,1128,519
LOC6579346,1889,1637,1703,4930,7435,2751
LOC6579347,417,275,393,222,343,164
LOC6579348,850,549,748,697,1028,405
LOC6579349,438,312,426,277,420,163
LOC6579350,1141,761,1163,291,507,229
LOC6579351,274,241,243,728,1124,525
LOC6579352,3682,2614,3766,2096,2825,916
LOC6579353,64,42,61,179,289,70
LOC6579354,2758,2203,2553,5333,7820,3304
LOC6579356,313,284,287,259,380,181
LOC6579357,56,43,53,101,146,54
LOC6579358,1348,1071,1285,1669,2918,1232
LOC6579359,248,238,275,594,952,442
LOC6579360,464,430,431,805,1198,533
LOC6579361,329,271,263,428,670,344
LOC6579362,947,832,910,1931,3116,1375
LOC6579363,4355,3285,4686,4386,6901,2944
LOC6579364,594,552,553,1911,2763,1614
LOC6579367,3288,2458,3592,6404,10221,3965
LOC6579369,691,587,645,796,1229,567
LOC6579370,1398,1027,1378,1682,2782,1237
LOC6579371,2371,1991,2115,2704,4553,1801
LOC6579372,440,369,441,615,950,498
LOC6579375,311,223,330,262,466,188
LOC6579376,288,226,267,776,1182,592
LOC6579378,1163,1029,982,2861,3812,1506
LOC6579380,781,690,669,1507,2279,1022
LOC6579381,194,141,206,162,252,99
LOC6579382,306,212,299,544,787,320
LOC6579383,53,39,47,46,66,29
LOC6579384,437,384,445,807,1252,624
LOC6579385,282,249,279,715,1058,488
LOC6579386,76,44,85,8,19,8
LOC6579387,101,94,115,224,329,134
LOC6579389,1053,916,959,2062,2649,1131
LOC6579390,654,507,730,937,1433,617
LOC6579391,260,208,206,399,639,283
LOC6579392,491,399,471,426,778,352
LOC6579393,3058,2554,2977,3146,5140,2271
LOC6579394,752,600,684,1034,1735,708
LOC6579395,1583,1264,1432,2744,4465,1887
LOC6579396,1638,1300,2010,1346,2180,865
LOC6579397,299,199,305,70,123,39
LOC6579398,2389,2154,2047,5116,7866,3309
LOC6579401,1665,1406,1629,2302,3451,1447
LOC6579406,2740,2419,2493,10765,16807,7471
LOC6579407,574,395,533,970,1626,778
LOC6579408,8192,6455,7785,17552,26313,12033
LOC6579411,2158,1903,1995,4764,7675,3490
LOC6579412,726,699,663,2119,3204,1501
LOC6579413,296,265,263,1351,2156,994
LOC6579414,17,7,5,100,136,58
LOC6579415,2309,2000,2187,3067,5011,2161
LOC6579416,2132,1584,2077,2443,3428,1136
LOC6579417,1851,1354,1854,2476,4152,1710
LOC6579418,264,185,283,224,351,131
LOC6579419,5171,3661,5000,9384,14779,6565
LOC6579420,1059,945,1134,1487,2446,1184
LOC6579421,277,225,257,355,495,240
LOC6579422,868,626,825,1080,1619,793
LOC6579423,683,605,624,1027,1570,637
LOC6579424,5110,4121,4816,8231,13410,5465
LOC6579425,526,368,549,508,781,309
LOC6579426,733,486,688,572,812,417
LOC6579427,419,288,431,619,1028,457
LOC6579429,1537,1471,1445,2442,3718,1596
LOC6579430,346,284,373,382,604,320
LOC6579432,455,338,442,104,178,50
LOC6579433,155,135,179,149,245,108
LOC6579436,1120,936,1096,2102,3067,1393
LOC6579437,258,223,295,422,605,236
LOC6579438,3321,2458,3239,4607,7259,3533
LOC6579439,14,12,18,19,19,15
LOC6579440,124,107,125,328,584,265
LOC6579441,774,568,681,736,1274,535
LOC6579442,74,77,66,307,477,226
LOC6579444,794,624,704,1067,1504,821
LOC6579445,35811,25772,35228,33891,50499,15234
LOC6579446,1106,771,1096,1131,1954,742
LOC6579447,1567,1081,1398,3498,5276,2267
LOC6579448,838,647,908,547,964,387
LOC6579449,4090,3229,3929,3750,6588,2987
LOC6579450,3701,3282,3640,8832,14485,6176
LOC6579451,8334,7631,6689,21062,32036,11507
LOC6579452,2318,2104,2082,7087,10059,4189
LOC6579453,1078,789,1071,2137,3233,1432
LOC6579454,125,114,149,182,240,136
LOC6579455,398,314,331,686,1027,442
LOC6579456,499,380,475,590,1118,362
LOC6579459,1147,1011,1060,3477,5218,2181
LOC6579460,211,176,175,395,532,183
LOC6579462,981,761,946,2097,3273,1407
LOC6579463,504,408,453,1000,1345,594
LOC6579464,947,901,861,2674,3764,1639
LOC6579465,87,71,88,294,417,186
LOC6579466,819,641,762,1005,1720,730
LOC6579467,1635,1364,1607,4730,6759,3238
LOC6579468,611,496,633,879,1540,614
LOC6579470,177,199,192,264,395,267
LOC6579471,1919,1676,1733,2747,4721,1811
LOC6579472,11,10,8,9,10,8
LOC6579474,473,363,470,408,653,261
LOC6579476,246,171,279,159,202,97
LOC6579477,5196,4109,5067,6479,10798,4582
LOC6579478,4854,3988,5080,1381,2207,972
LOC6579479,30,28,23,35,58,13
LOC6579480,491,379,505,1471,2545,1067
LOC6579482,189,159,201,225,428,205
LOC6579483,408,292,393,458,775,324
LOC6579484,958,756,777,2728,3870,2011
LOC6579485,1039,877,1045,1220,1821,877
LOC6579486,1724,1390,1501,3237,5175,2201
LOC6579487,78,74,91,176,280,149
LOC6579488,842,681,896,1810,2600,1120
LOC6579489,161,142,149,111,239,89
LOC6579491,854,667,796,736,1298,462
LOC6579493,957,862,868,1004,1758,662
LOC6579494,1808,1642,1715,2153,3167,1339
LOC6579495,197,172,157,337,538,185
LOC6579496,495,454,492,913,1500,736
LOC6579497,178,142,213,340,478,239
LOC6579498,184,160,206,181,251,113
LOC6579500,145,128,155,205,326,145
LOC6579501,9900,7678,9605,14623,23360,9946
LOC6579502,150,101,144,450,726,309
LOC6579503,817,663,766,945,1465,635
LOC6579504,794,718,712,1849,3059,1358
LOC6579505,1396,1244,1253,2159,3742,1604
LOC6579506,3749,3095,3400,4139,6594,2682
LOC6579507,447,306,440,397,693,305
LOC6579508,38837,28983,37115,27726,51128,15310
LOC6579510,2020,1817,1545,4486,6881,3001
LOC6579511,93,54,58,257,375,146
LOC6579513,6449,5851,6201,10236,16134,7594
LOC6579514,1676,1608,1539,5199,7740,3356
LOC6579515,551,377,542,417,626,229
LOC6579516,5862,4717,6161,6591,9971,4747
LOC6579517,192,137,200,170,275,88
LOC6579518,291,231,242,441,667,349
LOC6579519,551,414,583,1390,2113,860
LOC6579520,1524,1159,1617,328,504,164
LOC6579522,563,459,635,3,2,1
LOC6579525,257,195,227,742,912,391
LOC6579526,2418,2138,2223,3997,6193,2335
LOC6579529,123,93,150,212,364,139
LOC6579530,3468,3086,3311,5838,9261,3963
LOC6579531,292,259,273,701,1155,543
LOC6579532,6667,4998,6534,9264,15601,6140
LOC6579534,1402,1295,1242,4068,6461,2571
LOC6579535,1996,1868,1531,5764,8754,4324
LOC6579536,1101,913,1035,796,1121,418
LOC6579537,877,678,851,811,1433,580
LOC6579538,32,29,26,19,47,9
LOC6579539,178,141,159,156,256,88
LOC6579540,254,199,261,305,522,220
LOC6579541,348,344,316,858,1242,565
LOC6579542,72,71,75,76,76,36
LOC6579543,4273,3444,4593,6104,10694,4526
LOC6579545,3637,3493,3008,10370,15870,7186
LOC6579549,0,0,0,0,0,1
LOC6579550,0,0,0,1,1,2
LOC6579553,0,0,0,0,0,1
LOC6579555,2,1,0,0,1,0
LOC6579556,0,0,0,1,1,0
LOC6579557,462,359,469,266,364,148
LOC6579559,240,181,253,362,553,214
LOC6579560,256,130,181,217,325,105
LOC6579561,1632,1410,1500,2871,4347,1974
LOC6579562,973,932,856,2384,3639,1617
LOC6579563,37,36,34,70,94,41
LOC6579564,487,359,511,1027,1610,763
LOC6579565,198,146,266,453,693,295
LOC6579566,774,608,822,1057,1834,649
LOC6579567,747,558,753,1422,2022,1013
LOC6579568,843,641,839,869,1532,567
LOC6579569,9,1,6,20,53,22
LOC6579570,1207,1010,1321,1262,2122,1006
LOC6579571,58,60,54,455,750,337
LOC6579572,2450,1932,2399,4918,8391,3584
LOC6579573,149,81,103,165,223,114
LOC6579574,269,205,210,312,525,231
LOC6579575,0,1,0,0,6,1
LOC6579577,3016,2423,2390,3446,5196,2200
LOC6579578,453,432,507,132,194,88
LOC6579579,29,20,30,230,384,173
LOC6579580,2,2,1,1,2,1
LOC6579581,143,94,115,78,122,51
LOC6579582,59154,50087,53145,242080,391518,201526
LOC6579584,0,2,1,13,25,3
LOC6579585,104,77,86,179,268,74
LOC6579586,1,0,0,3,3,2
LOC6579588,2102,1586,2117,867,1429,650
LOC6579589,44,22,41,59,126,46
LOC6579590,93,76,106,182,271,121
LOC6579592,796,650,809,9379,15855,7624
LOC6579593,514,428,582,240,362,161
LOC6579594,679,580,610,2321,3908,1502
LOC6579595,1696,1324,1627,1567,2555,988
LOC6579596,1337,1074,1245,353,586,230
LOC6579598,2521,1962,2332,4322,7236,2910
LOC6579600,1046,845,983,1045,1722,710
LOC6579601,774,665,723,733,1114,495
LOC6579604,167,128,159,992,1443,659
LOC6579605,868,718,932,721,1169,534
LOC6579606,379,318,385,224,331,142
LOC6579607,1328,1118,1271,2214,3549,1484
LOC6579608,4860,3987,5000,6615,10411,4122
LOC6579610,16778,12331,16091,2039,3726,1670
LOC6579611,4823,3412,4414,4414,7408,3433
LOC6579612,614,433,524,803,1269,586
LOC6579613,508,357,467,699,1079,518
LOC6579614,321,253,323,342,650,230
LOC6579615,570,454,509,567,966,348
LOC6579617,362,336,325,779,1083,504
LOC6579620,169,160,218,650,814,299
LOC6579621,262,185,217,147,259,136
LOC6579622,4638,3141,4693,9721,11149,4081
LOC6579623,6767,5210,6411,3526,6044,2759
